233.205, 128.649, 8.334, 14.477 False
232.927, 128.639, 8.334, 14.510 False
232.650, 128.629, 8.334, 14.543 False
232.372, 128.618, 8.334, 14.576 False
232.094, 128.609, 8.334, 14.609 False
231.817, 128.599, 8.334, 14.642 False
231.539, 128.591, 8.333, 14.675 False
231.261, 128.582, 8.333, 14.708 False
230.984, 128.573, 8.334, 14.741 False
230.706, 128.565, 8.334, 14.774 False
230.428, 128.557, 8.333, 14.807 False
230.151, 128.549, 8.333, 14.840 False
229.873, 128.542, 8.334, 14.873 False
229.595, 128.535, 8.333, 14.906 False
229.318, 128.528, 8.333, 14.939 False
229.040, 128.521, 8.334, 14.972 False
228.762, 128.515, 8.334, 15.005 False
228.485, 128.509, 8.334, 15.038 False
228.207, 128.504, 8.333, 15.071 False
227.929, 128.498, 8.333, 15.104 False
227.651, 128.493, 8.333, 15.137 False
227.374, 128.488, 8.334, 15.170 False
227.096, 128.483, 8.333, 15.203 False
226.818, 128.478, 8.334, 15.236 False
226.540, 128.473, 8.333, 15.269 False
226.263, 128.469, 8.333, 15.302 False
225.985, 128.465, 8.333, 15.335 False
225.707, 128.462, 8.333, 15.368 False
225.429, 128.459, 8.333, 15.401 False
225.152, 128.455, 8.333, 15.434 False
224.874, 128.453, 8.333, 15.467 False
224.596, 128.450, 8.333, 15.500 False
224.318, 128.448, 8.333, 15.533 False
224.041, 128.445, 8.333, 15.566 False
223.763, 128.443, 8.333, 15.599 False
223.485, 128.441, 8.333, 15.632 False
223.207, 128.439, 8.333, 15.665 False
222.929, 128.438, 8.333, 15.698 False
222.652, 128.437, 8.333, 15.731 False
222.374, 128.436, 8.333, 15.764 False
222.096, 128.435, 8.333, 15.797 False
221.818, 128.435, 8.333, 15.830 False
221.541, 128.434, 8.333, 15.863 False
221.263, 128.434, 8.333, 15.896 False
220.985, 128.434, 8.333, 15.929 False
220.707, 128.434, 8.333, 15.962 False
220.429, 128.434, 8.333, 15.995 False
220.152, 128.434, 8.333, 16.028 False
219.874, 128.435, 8.333, 16.061 False
219.596, 128.435, 8.333, 16.094 False
219.318, 128.436, 8.333, 16.127 False
219.041, 128.438, 8.333, 16.160 False
218.763, 128.439, 8.333, 16.193 False
218.485, 128.441, 8.333, 16.226 False
218.207, 128.443, 8.333, 16.259 False
217.930, 128.444, 8.333, 16.292 False
217.652, 128.446, 8.333, 16.325 False
217.374, 128.448, 8.333, 16.358 False
217.096, 128.451, 8.333, 16.391 False
216.818, 128.453, 8.333, 16.424 False
216.541, 128.456, 8.333, 16.457 False
216.263, 128.458, 8.333, 16.490 False
215.985, 128.461, 8.333, 16.523 False
215.707, 128.464, 8.333, 16.556 False
215.430, 128.468, 8.333, 16.589 False
215.152, 128.472, 8.333, 16.622 False
214.874, 128.475, 8.333, 16.655 False
214.596, 128.479, 8.333, 16.688 False
214.319, 128.483, 8.333, 16.721 False
214.041, 128.487, 8.333, 16.754 False
213.763, 128.491, 8.333, 16.787 False
213.485, 128.495, 8.333, 16.820 False
213.208, 128.499, 8.333, 16.853 False
212.930, 128.505, 8.333, 16.886 False
212.652, 128.510, 8.333, 16.919 False
212.374, 128.515, 8.333, 16.952 False
212.097, 128.520, 8.333, 16.985 False
211.819, 128.525, 8.333, 17.018 False
211.541, 128.530, 8.333, 17.051 False
211.264, 128.536, 8.333, 17.084 False
210.986, 128.541, 8.333, 17.117 False
210.708, 128.547, 8.333, 17.150 False
210.430, 128.552, 8.333, 17.183 False
210.153, 128.558, 8.333, 17.216 False
209.875, 128.564, 8.333, 17.249 False
209.597, 128.570, 8.333, 17.282 False
209.320, 128.576, 8.333, 17.315 False
209.042, 128.583, 8.333, 17.348 False
208.764, 128.589, 8.333, 17.381 False
208.486, 128.595, 8.333, 17.414 False
208.209, 128.602, 8.333, 17.447 False
207.931, 128.608, 8.333, 17.480 False
207.653, 128.615, 8.333, 17.513 False
207.376, 128.621, 8.333, 17.546 False
207.098, 128.628, 8.333, 17.579 False
206.820, 128.635, 8.333, 17.612 False
206.543, 128.642, 8.333, 17.645 False
206.265, 128.649, 8.333, 17.678 False
205.987, 128.656, 8.333, 17.711 False
205.710, 128.663, 8.333, 17.744 False
205.432, 128.670, 8.333, 17.777 False
205.154, 128.677, 8.333, 17.810 False
204.876, 128.685, 8.333, 17.843 False
204.599, 128.692, 8.333, 17.876 False
204.321, 128.699, 8.333, 17.909 False
204.044, 128.707, 8.333, 17.942 False
203.766, 128.714, 8.333, 17.975 False
203.488, 128.722, 8.333, 18.008 False
203.211, 128.730, 8.333, 18.041 False
202.933, 128.738, 8.333, 18.074 False
202.655, 128.745, 8.333, 18.107 False
202.378, 128.753, 8.333, 18.140 False
202.100, 128.761, 8.333, 18.173 False
201.822, 128.769, 8.333, 18.206 False
201.545, 128.777, 8.333, 18.239 False
201.267, 128.785, 8.333, 18.272 False
200.989, 128.793, 8.333, 18.305 False
200.712, 128.801, 8.333, 18.338 False
200.434, 128.809, 8.333, 18.371 False
200.156, 128.817, 8.333, 18.404 False
199.879, 128.826, 8.333, 18.437 False
199.601, 128.834, 8.333, 18.470 False
199.323, 128.842, 8.333, 18.503 False
199.046, 128.850, 8.333, 18.536 False
198.768, 128.859, 8.333, 18.569 False
198.490, 128.867, 8.333, 18.602 False
198.213, 128.875, 8.333, 18.635 False
197.935, 128.884, 8.333, 18.668 False
197.657, 128.892, 8.333, 18.701 False
197.380, 128.901, 8.333, 18.734 False
197.102, 128.910, 8.333, 18.767 False
196.825, 128.919, 8.333, 18.800 False
196.547, 128.928, 8.333, 18.833 False
196.269, 128.936, 8.333, 18.866 False
195.992, 128.945, 8.333, 18.899 False
195.714, 128.954, 8.333, 18.932 False
195.436, 128.962, 8.333, 18.965 False
195.159, 128.971, 8.333, 18.998 False
194.881, 128.980, 8.333, 19.031 False
194.604, 128.989, 8.333, 19.064 False
194.326, 128.998, 8.333, 19.097 False
194.048, 129.006, 8.333, 19.130 False
193.771, 129.015, 8.333, 19.163 False
193.493, 129.024, 8.333, 19.196 False
193.216, 129.033, 8.333, 19.229 False
192.938, 129.041, 8.333, 19.262 False
192.660, 129.050, 8.333, 19.295 False
192.383, 129.059, 8.333, 19.328 False
192.105, 129.068, 8.333, 19.361 False
191.827, 129.076, 8.333, 19.394 False
191.550, 129.085, 8.333, 19.427 False
191.272, 129.094, 8.333, 19.460 False
190.995, 129.102, 8.333, 19.493 False
190.717, 129.111, 8.333, 19.526 False
190.439, 129.120, 8.333, 19.559 False
190.162, 129.128, 8.333, 19.592 False
189.884, 129.137, 8.333, 19.625 False
189.607, 129.145, 8.333, 19.658 False
189.329, 129.154, 8.333, 19.691 False
189.051, 129.162, 8.333, 19.724 False
188.774, 129.171, 8.333, 19.757 False
188.496, 129.179, 8.333, 19.790 False
188.218, 129.188, 8.333, 19.823 False
187.941, 129.196, 8.333, 19.856 False
187.663, 129.205, 8.333, 19.889 False
187.385, 129.213, 8.333, 19.922 False
187.108, 129.221, 8.333, 19.955 False
186.830, 129.230, 8.333, 19.988 False
186.552, 129.238, 8.333, 20.021 False
186.275, 129.246, 8.333, 20.054 False
185.997, 129.254, 8.333, 20.087 False
185.719, 129.262, 8.333, 20.120 False
185.442, 129.270, 8.333, 20.153 False
185.164, 129.279, 8.333, 20.186 False
184.886, 129.287, 8.333, 20.219 False
184.609, 129.295, 8.333, 20.252 False
184.331, 129.302, 8.333, 20.285 False
184.053, 129.310, 8.333, 20.318 False
183.776, 129.318, 8.333, 20.351 False
183.498, 129.326, 8.333, 20.384 False
183.220, 129.334, 8.333, 20.417 False
182.943, 129.341, 8.333, 20.450 False
182.665, 129.349, 8.333, 20.483 False
182.387, 129.357, 8.333, 20.516 False
182.110, 129.364, 8.333, 20.549 False
181.832, 129.372, 8.333, 20.582 False
181.555, 129.379, 8.333, 20.615 False
181.277, 129.387, 8.333, 20.648 False
180.999, 129.394, 8.333, 20.681 False
180.722, 129.401, 8.333, 20.714 False
180.444, 129.408, 8.333, 20.747 False
180.166, 129.416, 8.333, 20.780 False
179.889, 129.423, 8.333, 20.813 False
179.611, 129.430, 8.333, 20.846 False
179.333, 129.437, 8.333, 20.879 False
179.056, 129.444, 8.333, 20.912 False
178.778, 129.451, 8.333, 20.945 False
178.500, 129.458, 8.333, 20.978 False
178.222, 129.464, 8.333, 21.011 False
177.945, 129.471, 8.333, 21.044 False
177.667, 129.478, 8.333, 21.077 False
177.389, 129.484, 8.333, 21.110 False
177.112, 129.491, 8.333, 21.143 False
176.834, 129.497, 8.333, 21.176 False
176.556, 129.504, 8.333, 21.209 False
176.279, 129.510, 8.333, 21.242 False
176.001, 129.516, 8.333, 21.275 False
175.723, 129.522, 8.333, 21.308 False
175.446, 129.529, 8.333, 21.341 False
175.168, 129.535, 8.333, 21.374 False
174.890, 129.541, 8.333, 21.407 False
174.612, 129.546, 8.330, 21.440 False
174.336, 129.552, 8.305, 21.473 False
174.060, 129.558, 8.246, 21.506 False
173.788, 129.564, 8.157, 21.539 False
173.520, 129.569, 8.043, 21.572 False
173.256, 129.574, 7.909, 21.605 False
172.997, 129.579, 7.762, 21.638 False
172.744, 129.584, 7.603, 21.671 False
172.496, 129.589, 7.435, 21.704 False
172.253, 129.593, 7.263, 21.737 False
172.016, 129.597, 7.086, 21.770 False
171.786, 129.601, 6.908, 21.803 False
171.561, 129.605, 6.732, 21.836 False
171.341, 129.609, 6.564, 21.869 False
171.127, 129.612, 6.406, 21.902 False
170.917, 129.616, 6.265, 21.935 False
